Temperatura,Umidade,DataInsert,IdInsert 
18.50, 48.00, 2023-05-23T07:19:14Z, 1816
18.30, 48.00, 2023-05-23T07:34:14Z, 1817
18.50, 49.00, 2023-05-23T07:49:15Z, 1818
18.50, 49.00, 2023-05-23T08:04:15Z, 1819
18.50, 48.00, 2023-05-23T08:19:16Z, 1820
18.60, 49.00, 2023-05-23T08:34:16Z, 1821
18.50, 49.00, 2023-05-23T08:49:17Z, 1822
18.60, 49.00, 2023-05-23T09:04:18Z, 1823
18.50, 50.00, 2023-05-23T09:19:18Z, 1824
18.30, 50.00, 2023-05-23T09:34:19Z, 1825
17.90, 51.00, 2023-05-23T09:49:19Z, 1826
17.80, 51.00, 2023-05-23T10:04:20Z, 1827
17.40, 53.00, 2023-05-23T10:19:20Z, 1828
17.70, 53.00, 2023-05-23T10:34:21Z, 1829
17.90, 53.00, 2023-05-23T10:49:21Z, 1830
18.20, 53.00, 2023-05-23T11:04:22Z, 1831
18.60, 52.00, 2023-05-23T11:19:22Z, 1832
18.80, 51.00, 2023-05-23T11:34:32Z, 1833
18.80, 51.00, 2023-05-23T11:49:33Z, 1834
19.10, 52.00, 2023-05-23T12:04:33Z, 1835
19.30, 50.00, 2023-05-23T12:19:34Z, 1836
19.40, 49.00, 2023-05-23T12:34:35Z, 1837
19.60, 48.00, 2023-05-23T12:49:35Z, 1838
19.70, 48.00, 2023-05-23T13:04:36Z, 1839
20.10, 48.00, 2023-05-23T13:19:36Z, 1840
20.20, 48.00, 2023-05-23T13:34:37Z, 1841
20.40, 47.00, 2023-05-23T13:49:37Z, 1842
20.70, 44.00, 2023-05-23T14:04:38Z, 1843
20.80, 45.00, 2023-05-23T14:19:38Z, 1844
21.20, 44.00, 2023-05-23T14:34:39Z, 1845
20.70, 45.00, 2023-05-23T14:49:39Z, 1846
21.10, 44.00, 2023-05-23T15:04:40Z, 1847
21.30, 42.00, 2023-05-23T15:19:40Z, 1848
21.20, 39.00, 2023-05-23T15:34:41Z, 1849
21.60, 39.00, 2023-05-23T15:49:42Z, 1850
21.50, 40.00, 2023-05-23T16:04:42Z, 1851
21.50, 40.00, 2023-05-23T16:19:43Z, 1852
21.60, 39.00, 2023-05-23T16:34:43Z, 1853
22.00, 39.00, 2023-05-23T16:49:44Z, 1854
21.80, 40.00, 2023-05-23T17:04:44Z, 1855
21.80, 38.00, 2023-05-23T17:19:45Z, 1856
21.80, 39.00, 2023-05-23T17:34:45Z, 1857
22.00, 38.00, 2023-05-23T17:49:46Z, 1858
22.00, 37.00, 2023-05-23T18:04:46Z, 1859
22.00, 35.00, 2023-05-23T18:19:47Z, 1860
22.10, 35.00, 2023-05-23T18:34:47Z, 1861
22.20, 38.00, 2023-05-23T18:49:48Z, 1862
22.30, 38.00, 2023-05-23T19:04:48Z, 1863
22.30, 38.00, 2023-05-23T19:19:49Z, 1864
22.40, 38.00, 2023-05-23T19:34:50Z, 1865
22.40, 38.00, 2023-05-23T19:49:50Z, 1866
22.30, 39.00, 2023-05-23T20:04:51Z, 1867
22.40, 39.00, 2023-05-23T20:19:51Z, 1868
22.40, 39.00, 2023-05-23T20:34:52Z, 1869
22.50, 39.00, 2023-05-23T20:49:52Z, 1870
22.30, 41.00, 2023-05-23T21:04:53Z, 1871
22.20, 41.00, 2023-05-23T21:19:53Z, 1872
22.40, 41.00, 2023-05-23T21:34:54Z, 1873
22.40, 42.00, 2023-05-23T21:49:54Z, 1874
22.10, 42.00, 2023-05-23T22:04:55Z, 1875
22.30, 41.00, 2023-05-23T22:19:55Z, 1876
21.90, 42.00, 2023-05-23T22:34:56Z, 1877
22.10, 42.00, 2023-05-23T22:49:57Z, 1878
22.00, 42.00, 2023-05-23T23:04:57Z, 1879
21.70, 43.00, 2023-05-23T23:19:58Z, 1880
21.50, 44.00, 2023-05-23T23:34:58Z, 1881
21.50, 45.00, 2023-05-23T23:49:59Z, 1882
21.80, 43.00, 2023-05-24T00:04:59Z, 1883
21.40, 46.00, 2023-05-24T00:20:00Z, 1884
21.30, 46.00, 2023-05-24T00:35:00Z, 1885
21.30, 46.00, 2023-05-24T00:50:01Z, 1886
21.10, 46.00, 2023-05-24T01:05:01Z, 1887
21.10, 46.00, 2023-05-24T01:20:02Z, 1888
20.90, 46.00, 2023-05-24T01:35:03Z, 1889
20.60, 47.00, 2023-05-24T01:50:03Z, 1890
20.30, 48.00, 2023-05-24T02:05:04Z, 1891
20.20, 48.00, 2023-05-24T02:20:04Z, 1892
20.20, 48.00, 2023-05-24T02:35:05Z, 1893
19.50, 49.00, 2023-05-24T02:50:05Z, 1894
19.60, 49.00, 2023-05-24T03:05:06Z, 1895
19.50, 49.00, 2023-05-24T03:20:06Z, 1896
19.20, 50.00, 2023-05-24T03:35:07Z, 1897
19.20, 50.00, 2023-05-24T03:50:07Z, 1898
19.10, 50.00, 2023-05-24T04:05:08Z, 1899
19.20, 50.00, 2023-05-24T04:20:08Z, 1900
19.20, 50.00, 2023-05-24T04:35:09Z, 1901
19.30, 51.00, 2023-05-24T04:50:10Z, 1902
19.20, 51.00, 2023-05-24T05:05:10Z, 1903
19.30, 51.00, 2023-05-24T05:20:11Z, 1904
19.20, 53.00, 2023-05-24T05:35:11Z, 1905
19.40, 53.00, 2023-05-24T05:50:12Z, 1906
19.10, 55.00, 2023-05-24T06:05:12Z, 1907
19.10, 55.00, 2023-05-24T06:20:13Z, 1908
18.70, 56.00, 2023-05-24T06:35:13Z, 1909
18.70, 56.00, 2023-05-24T06:50:14Z, 1910
18.70, 57.00, 2023-05-24T07:05:14Z, 1911
18.60, 57.00, 2023-05-24T07:20:15Z, 1912
18.60, 57.00, 2023-05-24T07:35:15Z, 1913
18.60, 57.00, 2023-05-24T07:50:16Z, 1914
18.60, 57.00, 2023-05-24T08:05:16Z, 1915
18.40, 58.00, 2023-05-24T08:20:17Z, 1916
18.40, 58.00, 2023-05-24T08:35:18Z, 1917
18.40, 58.00, 2023-05-24T08:50:18Z, 1918
18.30, 58.00, 2023-05-24T09:05:19Z, 1919
18.00, 59.00, 2023-05-24T09:20:19Z, 1920
17.80, 60.00, 2023-05-24T09:35:20Z, 1921
17.70, 61.00, 2023-05-24T09:50:20Z, 1922
18.30, 59.00, 2023-05-24T10:05:21Z, 1923
18.20, 59.00, 2023-05-24T10:20:21Z, 1924
18.20, 60.00, 2023-05-24T10:35:22Z, 1925
18.10, 60.00, 2023-05-24T10:50:22Z, 1926
18.40, 60.00, 2023-05-24T11:05:23Z, 1927
18.60, 59.00, 2023-05-24T11:20:25Z, 1928
18.60, 59.00, 2023-05-24T11:35:25Z, 1929
18.80, 59.00, 2023-05-24T11:50:26Z, 1930
18.70, 60.00, 2023-05-24T12:05:26Z, 1931
18.90, 59.00, 2023-05-24T12:20:27Z, 1932
19.10, 59.00, 2023-05-24T12:35:27Z, 1933
19.30, 59.00, 2023-05-24T12:50:28Z, 1934
19.40, 59.00, 2023-05-24T13:05:28Z, 1935
19.70, 58.00, 2023-05-24T13:20:29Z, 1936
19.90, 57.00, 2023-05-24T13:35:29Z, 1937
20.30, 55.00, 2023-05-24T13:50:30Z, 1938
20.50, 54.00, 2023-05-24T14:05:31Z, 1939
20.70, 52.00, 2023-05-24T14:20:31Z, 1940
21.00, 50.00, 2023-05-24T14:35:32Z, 1941
21.20, 50.00, 2023-05-24T14:50:32Z, 1942
21.30, 48.00, 2023-05-24T15:05:33Z, 1943
21.50, 47.00, 2023-05-24T15:20:33Z, 1944
21.60, 47.00, 2023-05-24T15:35:34Z, 1945
21.90, 47.00, 2023-05-24T15:50:34Z, 1946
21.90, 47.00, 2023-05-24T16:05:35Z, 1947
22.40, 46.00, 2023-05-24T16:20:35Z, 1948
22.20, 46.00, 2023-05-24T16:35:36Z, 1949
22.60, 46.00, 2023-05-24T16:50:36Z, 1950
22.40, 46.00, 2023-05-24T17:05:37Z, 1951
22.40, 46.00, 2023-05-24T17:20:37Z, 1952
22.50, 45.00, 2023-05-24T17:35:38Z, 1953
22.50, 45.00, 2023-05-24T17:50:38Z, 1954
22.50, 43.00, 2023-05-24T18:05:39Z, 1955
22.50, 43.00, 2023-05-24T18:20:40Z, 1956
22.50, 45.00, 2023-05-24T18:35:40Z, 1957
22.50, 45.00, 2023-05-24T18:50:41Z, 1958
22.50, 43.00, 2023-05-24T19:05:41Z, 1959
22.60, 42.00, 2023-05-24T19:20:42Z, 1960
22.60, 42.00, 2023-05-24T19:35:42Z, 1961
22.70, 42.00, 2023-05-24T19:50:43Z, 1962
22.70, 42.00, 2023-05-24T20:05:43Z, 1963
22.80, 42.00, 2023-05-24T20:20:44Z, 1964
22.70, 42.00, 2023-05-24T20:35:44Z, 1965
22.50, 44.00, 2023-05-24T20:50:45Z, 1966
22.30, 46.00, 2023-05-24T21:05:45Z, 1967
21.90, 46.00, 2023-05-24T21:20:46Z, 1968
21.80, 47.00, 2023-05-24T21:35:47Z, 1969
21.80, 47.00, 2023-05-24T21:50:51Z, 1970
21.60, 46.00, 2023-05-24T22:05:51Z, 1971
21.70, 46.00, 2023-05-24T22:20:52Z, 1972
21.80, 46.00, 2023-05-24T22:35:52Z, 1973
21.90, 46.00, 2023-05-24T22:50:53Z, 1974
21.80, 46.00, 2023-05-24T23:05:53Z, 1975
21.20, 47.00, 2023-05-24T23:20:54Z, 1976
21.80, 46.00, 2023-05-24T23:35:54Z, 1977
20.90, 48.00, 2023-05-24T23:50:55Z, 1978
20.60, 48.00, 2023-05-25T00:05:55Z, 1979
20.60, 49.00, 2023-05-25T00:20:56Z, 1980
20.40, 50.00, 2023-05-25T00:35:56Z, 1981
20.70, 49.00, 2023-05-25T00:50:57Z, 1982
20.40, 50.00, 2023-05-25T01:05:57Z, 1983
20.20, 51.00, 2023-05-25T01:20:58Z, 1984
20.10, 52.00, 2023-05-25T01:35:59Z, 1985
20.40, 51.00, 2023-05-25T01:50:59Z, 1986
20.20, 51.00, 2023-05-25T02:06:00Z, 1987
19.90, 52.00, 2023-05-25T02:21:00Z, 1988
20.20, 51.00, 2023-05-25T02:36:01Z, 1989
20.40, 50.00, 2023-05-25T02:51:01Z, 1990
20.30, 50.00, 2023-05-25T03:06:02Z, 1991
20.10, 49.00, 2023-05-25T03:21:02Z, 1992
19.70, 50.00, 2023-05-25T03:36:03Z, 1993
19.80, 49.00, 2023-05-25T03:51:03Z, 1994
19.90, 49.00, 2023-05-25T04:06:04Z, 1995
19.80, 50.00, 2023-05-25T04:21:04Z, 1996
19.90, 50.00, 2023-05-25T04:36:05Z, 1997
19.60, 52.00, 2023-05-25T04:51:05Z, 1998
19.40, 53.00, 2023-05-25T05:06:06Z, 1999
19.40, 53.00, 2023-05-25T05:21:07Z, 2000
19.50, 52.00, 2023-05-25T05:36:07Z, 2001
19.30, 53.00, 2023-05-25T05:51:08Z, 2002
19.60, 53.00, 2023-05-25T06:06:08Z, 2003
19.30, 55.00, 2023-05-25T06:21:09Z, 2004
19.00, 56.00, 2023-05-25T06:36:09Z, 2005
19.00, 56.00, 2023-05-25T06:51:10Z, 2006
19.00, 56.00, 2023-05-25T07:06:10Z, 2007
19.00, 56.00, 2023-05-25T07:21:11Z, 2008
18.80, 57.00, 2023-05-25T07:36:11Z, 2009
18.60, 57.00, 2023-05-25T07:51:12Z, 2010
18.60, 58.00, 2023-05-25T08:06:12Z, 2011
18.50, 58.00, 2023-05-25T08:21:13Z, 2012
18.20, 60.00, 2023-05-25T08:36:13Z, 2013
18.40, 59.00, 2023-05-25T08:51:14Z, 2014
18.50, 59.00, 2023-05-25T09:06:14Z, 2015
18.60, 59.00, 2023-05-25T09:21:15Z, 2016
18.30, 61.00, 2023-05-25T09:36:16Z, 2017
18.00, 63.00, 2023-05-25T09:51:16Z, 2018
18.60, 61.00, 2023-05-25T10:06:17Z, 2019
18.10, 64.00, 2023-05-25T10:21:17Z, 2020
18.20, 65.00, 2023-05-25T10:36:18Z, 2021
18.30, 65.00, 2023-05-25T10:51:18Z, 2022
18.70, 64.00, 2023-05-25T11:06:19Z, 2023
18.90, 63.00, 2023-05-25T11:21:19Z, 2024
19.00, 63.00, 2023-05-25T11:36:20Z, 2025
19.10, 64.00, 2023-05-25T11:51:20Z, 2026
19.30, 63.00, 2023-05-25T12:06:21Z, 2027
19.40, 63.00, 2023-05-25T12:21:21Z, 2028
19.60, 63.00, 2023-05-25T12:36:22Z, 2029
19.80, 62.00, 2023-05-25T12:51:22Z, 2030
20.10, 62.00, 2023-05-25T13:06:23Z, 2031
20.10, 62.00, 2023-05-25T13:21:23Z, 2032
20.30, 62.00, 2023-05-25T13:36:24Z, 2033
20.40, 61.00, 2023-05-25T13:51:24Z, 2034
20.80, 59.00, 2023-05-25T14:06:25Z, 2035
20.80, 58.00, 2023-05-25T14:21:26Z, 2036
21.30, 57.00, 2023-05-25T14:51:27Z, 2037
21.40, 57.00, 2023-05-25T15:06:28Z, 2038
21.60, 54.00, 2023-05-25T15:21:28Z, 2039
21.80, 54.00, 2023-05-25T15:36:29Z, 2040
22.00, 53.00, 2023-05-25T15:51:29Z, 2041
22.30, 52.00, 2023-05-25T16:06:30Z, 2042
22.00, 52.00, 2023-05-25T16:21:30Z, 2043
22.10, 53.00, 2023-05-25T16:36:31Z, 2044
22.20, 50.00, 2023-05-25T16:51:31Z, 2045
22.30, 50.00, 2023-05-25T17:06:32Z, 2046
22.50, 48.00, 2023-05-25T17:21:32Z, 2047
22.50, 46.00, 2023-05-25T17:36:33Z, 2048
22.50, 46.00, 2023-05-25T17:51:33Z, 2049
22.50, 42.00, 2023-05-25T18:06:34Z, 2050
22.70, 41.00, 2023-05-25T18:21:34Z, 2051
22.70, 41.00, 2023-05-25T18:36:35Z, 2052
22.70, 42.00, 2023-05-25T18:51:35Z, 2053
22.80, 43.00, 2023-05-25T19:06:36Z, 2054
22.90, 43.00, 2023-05-25T19:21:37Z, 2055
23.10, 41.00, 2023-05-25T19:36:37Z, 2056
23.10, 42.00, 2023-05-25T19:51:38Z, 2057
23.20, 47.00, 2023-05-25T20:06:38Z, 2058
23.20, 48.00, 2023-05-25T20:21:39Z, 2059
23.20, 48.00, 2023-05-25T20:36:39Z, 2060
23.10, 49.00, 2023-05-25T20:51:40Z, 2061
22.70, 50.00, 2023-05-25T21:06:40Z, 2062
22.50, 50.00, 2023-05-25T21:21:41Z, 2063
22.40, 52.00, 2023-05-25T21:36:41Z, 2064
22.40, 52.00, 2023-05-25T21:51:42Z, 2065
22.30, 53.00, 2023-05-25T22:06:42Z, 2066
22.80, 51.00, 2023-05-25T22:21:43Z, 2067
22.70, 51.00, 2023-05-25T22:36:43Z, 2068
22.30, 53.00, 2023-05-25T22:51:44Z, 2069
22.20, 53.00, 2023-05-25T23:06:45Z, 2070
22.30, 53.00, 2023-05-25T23:21:45Z, 2071
22.10, 53.00, 2023-05-25T23:36:46Z, 2072
22.10, 53.00, 2023-05-25T23:51:46Z, 2073
22.20, 53.00, 2023-05-26T00:06:47Z, 2074
22.00, 53.00, 2023-05-26T00:21:47Z, 2075
22.00, 53.00, 2023-05-26T00:36:48Z, 2076
22.10, 53.00, 2023-05-26T00:52:00Z, 2077
22.10, 53.00, 2023-05-26T01:07:01Z, 2078
21.10, 56.00, 2023-05-26T01:37:02Z, 2079
21.30, 56.00, 2023-05-26T01:52:03Z, 2080
21.10, 56.00, 2023-05-26T02:07:03Z, 2081
20.90, 56.00, 2023-05-26T02:22:04Z, 2082
20.60, 57.00, 2023-05-26T02:37:05Z, 2083
21.20, 56.00, 2023-05-26T02:52:05Z, 2084
20.80, 57.00, 2023-05-26T03:07:06Z, 2085
21.20, 56.00, 2023-05-26T03:22:06Z, 2086
20.80, 57.00, 2023-05-26T03:37:07Z, 2087
20.90, 57.00, 2023-05-26T03:52:07Z, 2088
21.00, 57.00, 2023-05-26T04:07:08Z, 2089
20.90, 57.00, 2023-05-26T04:22:08Z, 2090
21.10, 56.00, 2023-05-26T04:37:09Z, 2091
21.10, 56.00, 2023-05-26T04:52:09Z, 2092
21.00, 56.00, 2023-05-26T05:07:10Z, 2093
20.80, 56.00, 2023-05-26T05:22:10Z, 2094
20.50, 56.00, 2023-05-26T05:37:11Z, 2095
19.90, 57.00, 2023-05-26T05:52:12Z, 2096
20.00, 56.00, 2023-05-26T06:07:18Z, 2097
20.00, 56.00, 2023-05-26T06:22:19Z, 2098
20.10, 56.00, 2023-05-26T06:37:19Z, 2099
20.20, 56.00, 2023-05-26T06:52:20Z, 2100
20.10, 56.00, 2023-05-26T07:07:20Z, 2101
20.20, 55.00, 2023-05-26T07:22:21Z, 2102
19.90, 55.00, 2023-05-26T07:37:21Z, 2103
19.30, 56.00, 2023-05-26T07:52:22Z, 2104
19.40, 55.00, 2023-05-26T08:07:22Z, 2105
19.20, 55.00, 2023-05-26T08:22:23Z, 2106
19.30, 54.00, 2023-05-26T08:37:23Z, 2107
19.40, 54.00, 2023-05-26T08:52:24Z, 2108
18.90, 55.00, 2023-05-26T09:07:25Z, 2109
19.00, 55.00, 2023-05-26T09:22:25Z, 2110
18.90, 55.00, 2023-05-26T09:37:26Z, 2111
19.10, 55.00, 2023-05-26T09:52:26Z, 2112
19.20, 54.00, 2023-05-26T10:07:27Z, 2113
19.30, 53.00, 2023-05-26T10:22:27Z, 2114
19.30, 53.00, 2023-05-26T10:37:28Z, 2115
19.40, 53.00, 2023-05-26T10:52:28Z, 2116
19.20, 53.00, 2023-05-26T11:07:29Z, 2117
19.50, 53.00, 2023-05-26T11:22:29Z, 2118
19.60, 52.00, 2023-05-26T11:37:30Z, 2119
19.70, 53.00, 2023-05-26T11:52:30Z, 2120
19.70, 52.00, 2023-05-26T12:07:31Z, 2121
19.80, 51.00, 2023-05-26T12:22:31Z, 2122
20.00, 51.00, 2023-05-26T12:37:32Z, 2123
20.20, 52.00, 2023-05-26T12:52:32Z, 2124
20.40, 51.00, 2023-05-26T13:07:33Z, 2125
20.60, 50.00, 2023-05-26T13:22:34Z, 2126
20.80, 50.00, 2023-05-26T13:37:34Z, 2127
21.00, 49.00, 2023-05-26T13:52:35Z, 2128
21.30, 46.00, 2023-05-26T14:07:35Z, 2129
21.60, 45.00, 2023-05-26T14:22:36Z, 2130
21.80, 42.00, 2023-05-26T14:37:36Z, 2131
22.00, 43.00, 2023-05-26T14:52:37Z, 2132
22.20, 45.00, 2023-05-26T15:07:37Z, 2133
22.30, 45.00, 2023-05-26T15:22:38Z, 2134
22.50, 45.00, 2023-05-26T15:37:38Z, 2135
22.60, 44.00, 2023-05-26T15:52:39Z, 2136
22.70, 43.00, 2023-05-26T16:07:40Z, 2137
22.90, 42.00, 2023-05-26T16:22:40Z, 2138
22.90, 42.00, 2023-05-26T16:37:41Z, 2139
23.00, 41.00, 2023-05-26T16:52:41Z, 2140
23.20, 41.00, 2023-05-26T17:07:42Z, 2141
23.30, 40.00, 2023-05-26T17:22:42Z, 2142
23.30, 40.00, 2023-05-26T17:37:43Z, 2143
23.30, 41.00, 2023-05-26T17:52:43Z, 2144
23.50, 40.00, 2023-05-26T18:07:44Z, 2145
23.40, 41.00, 2023-05-26T18:22:44Z, 2146
23.70, 37.00, 2023-05-26T18:37:45Z, 2147
23.60, 39.00, 2023-05-26T18:52:45Z, 2148
23.80, 39.00, 2023-05-26T19:07:46Z, 2149
23.90, 40.00, 2023-05-26T19:22:46Z, 2150
23.90, 39.00, 2023-05-26T19:37:47Z, 2151
23.80, 39.00, 2023-05-26T19:52:48Z, 2152
23.80, 40.00, 2023-05-26T20:07:48Z, 2153
24.10, 40.00, 2023-05-26T20:22:49Z, 2154
23.80, 41.00, 2023-05-26T20:37:49Z, 2155
23.80, 41.00, 2023-05-26T20:52:50Z, 2156
23.60, 43.00, 2023-05-26T21:07:50Z, 2157
23.20, 45.00, 2023-05-26T21:22:51Z, 2158
23.30, 45.00, 2023-05-26T21:37:51Z, 2159
23.30, 45.00, 2023-05-26T21:52:52Z, 2160
23.10, 45.00, 2023-05-26T22:07:52Z, 2161
22.90, 45.00, 2023-05-26T22:22:53Z, 2162
22.80, 45.00, 2023-05-26T22:37:53Z, 2163
22.90, 45.00, 2023-05-26T22:52:54Z, 2164
22.80, 46.00, 2023-05-26T23:07:55Z, 2165
22.60, 47.00, 2023-05-26T23:22:55Z, 2166
22.50, 47.00, 2023-05-26T23:37:56Z, 2167
22.50, 48.00, 2023-05-26T23:52:56Z, 2168
22.50, 49.00, 2023-05-27T00:07:57Z, 2169
22.70, 48.00, 2023-05-27T00:22:57Z, 2170
22.40, 49.00, 2023-05-27T00:37:58Z, 2171
22.40, 49.00, 2023-05-27T00:52:58Z, 2172
22.50, 48.00, 2023-05-27T01:07:59Z, 2173
21.80, 50.00, 2023-05-27T01:22:59Z, 2174
21.50, 50.00, 2023-05-27T01:38:00Z, 2175
21.40, 51.00, 2023-05-27T01:53:00Z, 2176
21.40, 51.00, 2023-05-27T02:08:01Z, 2177
21.10, 52.00, 2023-05-27T02:23:01Z, 2178
21.00, 52.00, 2023-05-27T02:38:02Z, 2179
21.00, 52.00, 2023-05-27T02:53:03Z, 2180
20.70, 53.00, 2023-05-27T03:08:03Z, 2181
20.70, 53.00, 2023-05-27T03:23:04Z, 2182
20.60, 53.00, 2023-05-27T03:38:04Z, 2183
20.70, 53.00, 2023-05-27T03:53:05Z, 2184
20.70, 53.00, 2023-05-27T04:08:05Z, 2185
20.70, 53.00, 2023-05-27T04:23:06Z, 2186
20.80, 52.00, 2023-05-27T04:38:06Z, 2187
20.60, 53.00, 2023-05-27T04:53:07Z, 2188
20.40, 55.00, 2023-05-27T05:08:07Z, 2189
20.30, 55.00, 2023-05-27T05:23:08Z, 2190
20.40, 56.00, 2023-05-27T05:38:08Z, 2191
20.40, 56.00, 2023-05-27T05:53:09Z, 2192
20.30, 56.00, 2023-05-27T06:08:09Z, 2193
19.90, 57.00, 2023-05-27T06:23:10Z, 2194
19.90, 57.00, 2023-05-27T06:38:11Z, 2195
19.90, 57.00, 2023-05-27T06:53:11Z, 2196
20.10, 57.00, 2023-05-27T07:08:12Z, 2197
20.20, 57.00, 2023-05-27T07:23:12Z, 2198
19.80, 58.00, 2023-05-27T07:38:13Z, 2199
19.90, 58.00, 2023-05-27T07:53:13Z, 2200
20.30, 58.00, 2023-05-27T08:08:14Z, 2201
19.80, 59.00, 2023-05-27T08:23:14Z, 2202
20.00, 58.00, 2023-05-27T08:38:15Z, 2203
19.70, 59.00, 2023-05-27T08:53:16Z, 2204
19.70, 59.00, 2023-05-27T09:08:16Z, 2205
19.60, 60.00, 2023-05-27T09:23:17Z, 2206
19.60, 60.00, 2023-05-27T09:38:17Z, 2207
19.40, 61.00, 2023-05-27T09:53:18Z, 2208
19.20, 62.00, 2023-05-27T10:08:18Z, 2209
19.40, 61.00, 2023-05-27T10:23:19Z, 2210
19.60, 61.00, 2023-05-27T10:38:19Z, 2211
19.80, 60.00, 2023-05-27T10:53:20Z, 2212
19.90, 60.00, 2023-05-27T11:08:20Z, 2213
20.00, 60.00, 2023-05-27T11:23:21Z, 2214
20.20, 59.00, 2023-05-27T11:38:21Z, 2215
20.30, 59.00, 2023-05-27T11:53:22Z, 2216
20.40, 59.00, 2023-05-27T12:08:22Z, 2217
20.60, 58.00, 2023-05-27T12:23:23Z, 2218
20.80, 58.00, 2023-05-27T12:38:23Z, 2219
21.00, 58.00, 2023-05-27T12:53:24Z, 2220
21.00, 58.00, 2023-05-27T13:08:24Z, 2221
21.30, 57.00, 2023-05-27T13:23:25Z, 2222
21.70, 56.00, 2023-05-27T13:38:26Z, 2223
21.90, 56.00, 2023-05-27T13:53:26Z, 2224
22.10, 56.00, 2023-05-27T14:08:27Z, 2225
22.20, 55.00, 2023-05-27T14:23:27Z, 2226
22.40, 54.00, 2023-05-27T14:38:28Z, 2227
22.50, 54.00, 2023-05-27T14:53:28Z, 2228
22.50, 52.00, 2023-05-27T15:08:29Z, 2229
22.90, 52.00, 2023-05-27T15:23:29Z, 2230
22.70, 51.00, 2023-05-27T15:38:30Z, 2231
22.90, 50.00, 2023-05-27T15:53:30Z, 2232
22.90, 49.00, 2023-05-27T16:08:31Z, 2233
23.00, 49.00, 2023-05-27T16:23:31Z, 2234
22.90, 48.00, 2023-05-27T16:38:32Z, 2235
22.90, 48.00, 2023-05-27T16:53:32Z, 2236
22.90, 47.00, 2023-05-27T17:08:33Z, 2237
23.40, 46.00, 2023-05-27T17:23:34Z, 2238
23.50, 46.00, 2023-05-27T17:38:34Z, 2239
23.60, 45.00, 2023-05-27T17:53:35Z, 2240
23.60, 45.00, 2023-05-27T18:08:35Z, 2241
23.60, 44.00, 2023-05-27T18:23:36Z, 2242
23.70, 44.00, 2023-05-27T18:38:36Z, 2243
23.80, 43.00, 2023-05-27T18:53:37Z, 2244
23.90, 43.00, 2023-05-27T19:08:37Z, 2245
24.00, 43.00, 2023-05-27T19:23:38Z, 2246
24.10, 44.00, 2023-05-27T19:38:38Z, 2247
24.00, 42.00, 2023-05-27T19:53:39Z, 2248
24.10, 41.00, 2023-05-27T20:08:39Z, 2249
24.20, 42.00, 2023-05-27T20:23:40Z, 2250
24.30, 43.00, 2023-05-27T20:38:40Z, 2251
24.30, 43.00, 2023-05-27T20:53:41Z, 2252
24.20, 44.00, 2023-05-27T21:08:42Z, 2253
23.80, 46.00, 2023-05-27T21:23:42Z, 2254
23.70, 47.00, 2023-05-27T21:38:43Z, 2255
23.80, 47.00, 2023-05-27T21:53:43Z, 2256
23.50, 48.00, 2023-05-27T22:08:44Z, 2257
23.10, 48.00, 2023-05-27T22:23:44Z, 2258
23.20, 48.00, 2023-05-27T22:38:45Z, 2259
22.10, 51.00, 2023-05-27T22:53:45Z, 2260
22.90, 49.00, 2023-05-27T23:08:46Z, 2261
22.40, 50.00, 2023-05-27T23:23:46Z, 2262
22.20, 50.00, 2023-05-27T23:38:47Z, 2263
21.70, 51.00, 2023-05-27T23:53:47Z, 2264
22.00, 50.00, 2023-05-28T00:08:48Z, 2265
22.50, 49.00, 2023-05-28T00:23:49Z, 2266
22.20, 50.00, 2023-05-28T00:38:49Z, 2267
21.30, 52.00, 2023-05-28T00:53:50Z, 2268
22.30, 49.00, 2023-05-28T01:08:50Z, 2269
22.20, 49.00, 2023-05-28T01:23:51Z, 2270
21.90, 51.00, 2023-05-28T01:38:51Z, 2271
22.10, 49.00, 2023-05-28T01:53:52Z, 2272
22.20, 49.00, 2023-05-28T02:08:52Z, 2273
21.60, 51.00, 2023-05-28T02:23:53Z, 2274
22.10, 49.00, 2023-05-28T02:38:53Z, 2275
21.70, 50.00, 2023-05-28T02:53:54Z, 2276
21.40, 52.00, 2023-05-28T03:08:54Z, 2277
21.80, 50.00, 2023-05-28T03:23:55Z, 2278
21.80, 50.00, 2023-05-28T03:38:55Z, 2279
20.70, 54.00, 2023-05-28T03:53:56Z, 2280
20.70, 54.00, 2023-05-28T04:08:57Z, 2281
21.30, 52.00, 2023-05-28T04:23:57Z, 2282
21.40, 51.00, 2023-05-28T04:38:58Z, 2283
21.20, 51.00, 2023-05-28T04:53:58Z, 2284
20.90, 52.00, 2023-05-28T05:08:59Z, 2285
20.60, 53.00, 2023-05-28T05:23:59Z, 2286
20.70, 52.00, 2023-05-28T05:39:00Z, 2287
21.10, 51.00, 2023-05-28T05:54:00Z, 2288
20.40, 54.00, 2023-05-28T06:09:01Z, 2289
20.90, 51.00, 2023-05-28T06:24:01Z, 2290
21.00, 51.00, 2023-05-28T06:39:02Z, 2291
20.80, 52.00, 2023-05-28T06:54:02Z, 2292
20.60, 53.00, 2023-05-28T07:09:03Z, 2293
20.70, 54.00, 2023-05-28T07:24:03Z, 2294
20.40, 55.00, 2023-05-28T07:39:04Z, 2295
20.50, 54.00, 2023-05-28T07:54:04Z, 2296
